"sample","species","count","location","bait","depth","macroalgae","scytothalia","canopy","ecklonia","mean_relief","sd_relief"
"003","Aplodactylidae Aplodactylus westralis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Aracanidae Caprichthys gymnura",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Arripidae Arripis georgianus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Aulopidae Latropiscis purpurissatus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Berycidae Centroberyx gerrardi",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Berycidae Centroberyx lineatus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Carangidae Pseudocaranx dinjerra",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Carangidae Pseudocaranx spp",96,"middle","pilchard",29,5,0,65,65,4,0
"003","Carangidae Seriola dumerili",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Carangidae Seriola hippos",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Carangidae Seriola lalandi",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Carcharhinidae Carcharhinus altimus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Chaetodontidae Chelmonops curiosus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Cheilodactylidae Cheilodactylus nigripes",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Cheilodactylidae Dactylophora nigricans",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Cheilodactylidae Nemadactylus valenciennesi",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Dasyatidae Bathytoshia brevicaudata",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Delphinidae Delphinus delphis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Dinolestidae Dinolestes lewini",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Diodontidae Diodon nicthemerus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Enoplosidae Enoplosus armatus",2,"middle","pilchard",29,5,0,65,65,4,0
"003","Gerreidae Parequula melbournensis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Girellidae Girella tephraeops",4,"middle","pilchard",29,5,0,65,65,4,0
"003","Girellidae Girella zebra",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Heterodontidae Heterodontus portusjacksoni",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Kyphosidae Kyphosus spp",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Kyphosidae Kyphosus sydneyanus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Achoerodus gouldii",4,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Austrolabrus maculatus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Bodianus frenchii",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Coris auricularis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Dotalabrus alleni",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Heteroscarus acroptilus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Notolabrus parilus",2,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Olisthops cyanomelas",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Ophthalmolepis lineolatus",2,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Pictilabrus laticlavius",2,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Pictilabrus spp",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Pictilabrus viridis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Pseudolabrus biserialis",5,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Siphonognathus caninis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Labridae Siphonognathus spp",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Loliginidae Sepioteuthis australis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Microcanthidae Neatypus obliquus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Microcanthidae Tilodon sexfasciatus",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Acanthaluteres brownii",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Acanthaluteres sp1",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Acanthaluteres spilomelanurus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Acanthaluteres vittiger",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Eubalichthys cyanoura",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Eubalichthys mosaicus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Meuschenia flavolineata",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Meuschenia galii",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Meuschenia hippocrepis",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Meuschenia scabra",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Meuschenia spp",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Meuschenia venusta",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Monacanthidae Scobinichthys granulatus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Mullidae Upeneichthys vlamingii",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Muraenidae Gymnothorax prasinus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Myliobatidae Myliobatis tenuicaudatus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Parascylliidae Parascyllium variolatum",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pempherididae Parapriacanthus elongatus",222,"middle","pilchard",29,5,0,65,65,4,0
"003","Pempherididae Pempheris klunzingeri",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pempherididae Pempheris multiradiata",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pempherididae Pempheris ornata",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pempherididae Pempheris spp",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pentacerotidae Pentaceropsis recurvirostris",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Plesiopidae Paraplesiops meleagris",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Plesiopidae Trachinops noarlungae",301,"middle","pilchard",29,5,0,65,65,4,0
"003","Pomacentridae Chromis klunzingeri",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pomacentridae Parma bicolor",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pomacentridae Parma mccullochi",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pomacentridae Parma occidentalis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Pomacentridae Parma victoriae",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Scorpaenidae Scorpaena sumptuosa",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Scorpididae Scorpis aequipinnis",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Scorpididae Scorpis georgiana",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Serranidae Acanthistius serratus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Serranidae Caesioperca rasor",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Serranidae Epinephelides armatus",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Serranidae Hypoplectrodes nigroruber",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Serranidae Othos dentex",2,"middle","pilchard",29,5,0,65,65,4,0
"003","Sphyraenidae Sphyraena novaehollandiae",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Sphyraenidae Sphyraena spp",1,"middle","pilchard",29,5,0,65,65,4,0
"003","Terapontidae Pelsartia humeralis",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Tetraodontidae Omegophora armilla",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Tetraodontidae Omegophora cyanopunctata",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Tetraodontidae Omegophora spp",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Tetraodontidae Polyspina piosae",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Triakidae Furgaleus macki",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Trygonorrhinidae Trygonorrhina dumerilii",0,"middle","pilchard",29,5,0,65,65,4,0
"003","Unknown Unknown Unknown",0,"middle","pilchard",29,5,0,65,65,4,0
"005","Aplodactylidae Aplodactylus westralis",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Aracanidae Caprichthys gymnura",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Arripidae Arripis georgianus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Aulopidae Latropiscis purpurissatus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Berycidae Centroberyx gerrardi",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Berycidae Centroberyx lineatus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Carangidae Pseudocaranx dinjerra",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Carangidae Pseudocaranx spp",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Carangidae Seriola dumerili",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Carangidae Seriola hippos",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Carangidae Seriola lalandi",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Carcharhinidae Carcharhinus altimus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Chaetodontidae Chelmonops curiosus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Cheilodactylidae Cheilodactylus nigripes",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Cheilodactylidae Dactylophora nigricans",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Cheilodactylidae Nemadactylus valenciennesi",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Dasyatidae Bathytoshia brevicaudata",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Delphinidae Delphinus delphis",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Dinolestidae Dinolestes lewini",61,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Diodontidae Diodon nicthemerus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Enoplosidae Enoplosus armatus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Gerreidae Parequula melbournensis",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Girellidae Girella tephraeops",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Girellidae Girella zebra",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Heterodontidae Heterodontus portusjacksoni",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Kyphosidae Kyphosus spp",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Kyphosidae Kyphosus sydneyanus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Achoerodus gouldii",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Austrolabrus maculatus",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Bodianus frenchii",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Coris auricularis",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Dotalabrus alleni",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Heteroscarus acroptilus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Notolabrus parilus",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Olisthops cyanomelas",2,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Ophthalmolepis lineolatus",3,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Pictilabrus laticlavius",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Pictilabrus spp",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Pictilabrus viridis",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Pseudolabrus biserialis",5,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Siphonognathus caninis",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Labridae Siphonognathus spp",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Loliginidae Sepioteuthis australis",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Microcanthidae Neatypus obliquus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Microcanthidae Tilodon sexfasciatus",2,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Acanthaluteres brownii",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Acanthaluteres sp1",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Acanthaluteres spilomelanurus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Acanthaluteres vittiger",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Eubalichthys cyanoura",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Eubalichthys mosaicus",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Meuschenia flavolineata",2,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Meuschenia galii",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Meuschenia hippocrepis",1,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Meuschenia scabra",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
"005","Monacanthidae Meuschenia spp",0,"middle","pilchard",28,50,7.14285714285714,50,42.8571428571429,3.52941176470588,0.514495755427527
